,Index,true,preds,mask
0,1,-1.4909034,-1.4909034,1.0
1,2,-1.4602817,-1.4602817,1.0
2,3,-1.4065574,-1.576225,0.0
3,4,-1.475538,-1.475538,1.0
4,5,-1.513897,-1.513897,1.0
5,6,-1.4985316,-1.4985316,1.0
6,7,-1.4832752,-1.4029483,0.0
7,8,-1.4449164,-1.4449164,1.0
8,9,-1.4832752,-0.9836862,0.0
9,10,-1.5292623,-0.88471746,0.0
10,11,-1.513897,-0.89374155,0.0
11,12,-1.5675122,-0.951343,0.0
12,13,-1.5215251,-0.91709304,0.0
13,14,-1.5368905,-0.9672325,0.0
14,15,-1.475538,-1.0774201,0.0
15,16,-1.5062687,-1.5062687,1.0
16,17,-1.5062687,-1.0641794,0.0
17,18,-1.5292623,-1.0462388,0.0
18,19,-1.5292623,-1.1017697,0.0
19,20,-1.5292623,-1.1977848,0.0
20,21,-1.4525446,-1.4525446,1.0
21,22,-1.4219228,-1.0321877,0.0
22,23,-1.3989292,-0.9806304,0.0
23,24,-1.4142946,-1.4142946,1.0
24,25,-1.3989292,-1.2645824,0.0
25,26,-1.3299487,-1.3299487,1.0
26,27,-1.3529422,-1.3529422,1.0
27,28,-1.3299487,-1.1838316,0.0
28,29,-1.3222115,-1.3222115,1.0
29,30,-1.4142946,-1.2291802,0.0
30,31,-1.4525446,-1.4525446,1.0
31,32,-1.4065574,-1.4065574,1.0
32,33,-1.4525446,-1.4525446,1.0
33,34,-1.4525446,-1.4525446,1.0
34,35,-1.4679098,-0.92759776,0.0
35,36,-1.4679098,-1.0054216,0.0
36,37,-1.4372882,-1.4372882,1.0
37,38,-1.3835639,-1.235386,0.0
38,39,-1.3989292,-1.3989292,1.0
39,40,-1.3835639,-1.1583976,0.0
40,41,-1.3989292,-1.1756294,0.0
41,42,-1.3989292,-1.3989292,1.0
42,43,-1.3759357,-1.3918706,0.0
43,44,-1.3299487,-1.3299487,1.0
44,45,-1.2226092,-1.2226092,1.0
45,46,-1.1382631,-0.97284615,0.0
46,47,-1.0769107,-0.80353934,0.0
47,48,-1.0999043,-0.8951353,0.0
48,49,-1.0769107,-1.1216248,0.0
49,50,-1.1152697,-1.1152697,1.0
50,51,-1.176622,-1.1364424,0.0
51,52,-1.2072438,-0.99563164,0.0
52,53,-1.260968,-1.0768967,0.0
53,54,-1.2762244,-1.2762244,1.0
54,55,-1.2685962,-1.2685962,1.0
55,56,-1.260968,-1.1048726,0.0
56,57,-1.2839615,-1.0512909,0.0
57,58,-1.2685962,-1.2685962,1.0
58,59,-1.2762244,-1.0252011,0.0
59,60,-1.2915897,-0.91128397,0.0
60,61,-1.3069551,-0.97915065,0.0
61,62,-1.3299487,-1.3299487,1.0
62,63,-1.3989292,-1.1230752,0.0
63,64,-1.3299487,-0.9482942,0.0
64,65,-1.3375769,-1.1169466,0.0
65,66,-1.3759357,-1.3759357,1.0
66,67,-1.3069551,-1.0912386,0.0
67,68,-1.1152697,-0.863708,0.0
68,69,-1.1842502,-0.9798687,0.0
69,70,-1.1152697,-1.1152697,1.0
70,71,-1.0616543,-1.1118919,0.0
71,72,-1.0539172,-1.0539172,1.0
72,73,-1.0309236,-1.173483,0.0
73,74,-1.0922761,-1.0922761,1.0
74,75,-1.1688849,-1.151255,0.0
75,76,-1.176622,-1.1438751,0.0
76,77,-1.176622,-1.176622,1.0
77,78,-1.1458913,-1.1458913,1.0
78,79,-1.130635,-1.130635,1.0
79,80,-1.2992179,-1.2992179,1.0
80,81,-1.3375769,-0.96862936,0.0
81,82,-1.260968,-0.9186645,0.0
82,83,-1.2302372,-0.89877677,0.0
83,84,-1.2532309,-0.89851415,0.0
84,85,-1.2839615,-0.9877033,0.0
85,86,-1.2532309,-1.2532309,1.0
86,87,-1.1842502,-1.2259754,0.0
87,88,-1.2915897,-1.2915897,1.0
88,89,-1.3835639,-1.3835639,1.0
89,90,-1.429551,-1.4091917,0.0
90,91,-1.3605703,-1.3605703,1.0
91,92,-1.3222115,-1.3222115,1.0
92,93,-1.2762244,-1.2762244,1.0
93,94,-1.1996156,-1.1996156,1.0
94,95,-1.2072438,-1.2071772,0.0
95,96,-1.1918784,-1.296596,0.0
