,Index,true,preds,mask
0,1,-0.34787416,-0.34787416,1.0
1,2,-0.34787416,-0.34119055,0.0
2,3,-0.3858551,-0.3858551,1.0
3,4,-0.44274044,-0.44402194,0.0
4,5,-0.5375204,-0.3408963,0.0
5,6,-0.55651104,-0.39759514,0.0
6,7,-0.57550156,-0.3524291,0.0
7,8,-0.57550156,-0.39761192,0.0
8,9,-0.49962574,-0.3899014,0.0
9,10,-0.34787416,-0.34787416,1.0
10,11,-0.10129929,0.06375894,0.0
11,12,0.25904605,0.25904605,1.0
12,13,0.56250626,0.36555263,0.0
13,14,0.52456844,0.52456844,1.0
14,15,0.39180717,0.43815348,0.0
15,16,0.35386935,0.38599327,0.0
16,17,0.31593138,0.30248323,0.0
17,18,0.25904605,0.25904605,1.0
18,19,0.08834713,0.067298025,0.0
19,20,-0.08235195,-0.08235195,1.0
20,21,-0.23410353,-0.28407454,0.0
21,22,-0.32892665,-0.32892665,1.0
22,23,-0.40480244,-0.40480244,1.0
23,24,-0.4617309,-0.58892715,0.0
24,25,-0.5185731,-0.4155739,0.0
25,26,-0.55651104,-0.55651104,1.0
26,27,-0.6133962,-0.6133962,1.0
27,28,-0.6513773,-0.62189794,0.0
28,29,-0.68927217,-0.68927217,1.0
29,30,-0.72725314,-0.7321371,0.0
30,31,-0.765148,-0.73046684,0.0
31,32,-0.78413844,-0.78413844,1.0
32,33,-0.7082626,-0.7082626,1.0
33,34,-0.44274044,-0.5486634,0.0
34,35,-0.10129929,-0.21197005,0.0
35,36,0.20211759,0.10511443,0.0
36,37,0.39180717,0.39180717,1.0
37,38,0.50562096,0.50562096,1.0
38,39,0.6004872,0.6004872,1.0
39,40,0.56250626,0.56250626,1.0
40,41,0.4676831,0.5970429,0.0
41,42,0.33492202,0.43447974,0.0
42,43,0.14527558,0.14527558,1.0
43,44,-0.04445711,-0.04445711,1.0
44,45,-0.19612242,-0.12220836,0.0
45,46,-0.30997932,-0.30997932,1.0
46,47,-0.40480244,-0.35411096,0.0
47,48,-0.4617309,-0.36412424,0.0
48,49,-0.49962574,-0.56145626,0.0
49,50,-0.5185731,-0.5546076,0.0
50,51,-0.55651104,-0.55651104,1.0
51,52,-0.59444886,-0.6437943,0.0
52,53,-0.63238686,-0.63238686,1.0
53,54,-0.6703247,-0.6703247,1.0
54,55,-0.7082626,-0.72411764,0.0
55,56,-0.72725314,-0.72725314,1.0
56,57,-0.6513773,-0.6513773,1.0
57,58,-0.44274044,-0.50753456,0.0
58,59,-0.1581846,-0.1581846,1.0
59,60,0.14523245,-0.08587943,0.0
60,61,0.3728598,0.10377365,0.0
61,62,0.58145374,0.2582756,0.0
62,63,0.6573294,0.41559437,0.0
63,64,0.65737253,0.65737253,1.0
64,65,0.5435587,0.34099737,0.0
65,66,0.41075465,0.11215326,0.0
66,67,0.24009871,-0.048955604,0.0
67,68,0.08834713,-0.17714128,0.0
68,69,-0.04445711,-0.04445711,1.0
69,70,-0.15822774,-0.2687827,0.0
70,71,-0.23410353,-0.29033858,0.0
71,72,-0.2719982,-0.2719982,1.0
72,73,-0.30997932,-0.30997932,1.0
73,74,-0.32892665,-0.43436974,0.0
74,75,-0.34787416,-0.34787416,1.0
75,76,-0.3858551,-0.3858551,1.0
76,77,-0.40480244,-0.40480244,1.0
77,78,-0.42374995,-0.49736118,0.0
78,79,-0.42374995,-0.42374995,1.0
79,80,-0.44274044,-0.44274044,1.0
80,81,-0.42374995,-0.42374995,1.0
81,82,-0.34787416,-0.46992826,0.0
82,83,-0.17717507,-0.17717507,1.0
83,84,0.10729447,-0.13415834,0.0
84,85,0.24005558,0.061209887,0.0
85,86,0.1832134,0.1832134,1.0
86,87,0.1832134,0.3048518,0.0
87,88,0.1832134,0.1832134,1.0
88,89,0.2021609,0.14247677,0.0
89,90,0.14523245,0.010120153,0.0
90,91,-0.025466638,-0.025466638,1.0
91,92,-0.21511306,-0.30675432,0.0
92,93,-0.34787416,-0.32450387,0.0
93,94,-0.4617309,-0.4617309,1.0
94,95,-0.5375204,-0.5375204,1.0
95,96,-0.57550156,-0.57550156,1.0
