,Index,true,preds,mask
0,1,0.06991838,0.075748965,0.0
1,2,0.07252284,0.07252284,1.0
2,3,0.07200195,0.07200195,1.0
3,4,0.072783284,0.073909305,0.0
4,5,0.07356462,0.07373431,0.0
5,6,0.07226239,0.07324808,0.0
6,7,0.07200195,0.07200195,1.0
7,8,0.07043927,0.07043927,1.0
8,9,0.07017883,0.07017883,1.0
9,10,0.06965794,0.06965794,1.0
10,11,0.069137044,0.069137044,1.0
11,12,0.070699714,0.070699714,1.0
12,13,0.06861615,0.06861615,1.0
13,14,0.067313924,0.067313924,1.0
14,15,0.06835571,0.07593637,0.0
15,16,0.06809526,0.06809526,1.0
16,17,0.067053474,0.067053474,1.0
17,18,0.06679303,0.07551633,0.0
18,19,0.067053474,0.07507772,0.0
19,20,0.070699714,0.070699714,1.0
20,21,0.07017883,0.07017883,1.0
21,22,0.06861615,0.06861615,1.0
22,23,0.068876594,0.07500338,0.0
23,24,0.06991838,0.07468076,0.0
24,25,0.07200195,0.07478936,0.0
25,26,0.07382507,0.07382507,1.0
26,27,0.07304373,0.07304373,1.0
27,28,0.07356462,0.07541321,0.0
28,29,0.07408551,0.07408551,1.0
29,30,0.07590863,0.07590863,1.0
30,31,0.07616908,0.07616908,1.0
31,32,0.07773175,0.07773175,1.0
32,33,0.07851309,0.07851309,1.0
33,34,0.07668997,0.07485041,0.0
34,35,0.07356462,0.07356462,1.0
35,36,0.07408551,0.075622305,0.0
36,37,0.07955487,0.07955487,1.0
37,38,0.07721086,0.07721086,1.0
38,39,0.07955487,0.07955487,1.0
39,40,0.080596656,0.074618846,0.0
40,41,0.07981532,0.074287266,0.0
41,42,0.08163844,0.08163844,1.0
42,43,0.08398245,0.0751797,0.0
43,44,0.08476379,0.073298745,0.0
44,45,0.083722,0.073373064,0.0
45,46,0.082419775,0.066860944,0.0
46,47,0.08189888,0.08189888,1.0
47,48,0.084503345,0.06910048,0.0
48,49,0.086066015,0.086066015,1.0
49,50,0.07773175,0.06359891,0.0
50,51,0.08580557,0.08580557,1.0
51,52,0.091795824,0.091795824,1.0
52,53,0.0904936,0.06235417,0.0
53,54,0.089712255,0.05844927,0.0
54,55,0.09075404,0.05838879,0.0
55,56,0.08841003,0.057717092,0.0
56,57,0.087889135,0.087889135,1.0
57,58,0.09023315,0.059519533,0.0
58,59,0.089972705,0.06403239,0.0
59,60,0.08346156,0.08346156,1.0
60,61,0.09023315,0.09023315,1.0
61,62,0.08658691,0.07576002,0.0
62,63,0.09153538,0.09153538,1.0
63,64,0.06965794,0.07656656,0.0
64,65,0.05767743,0.05767743,1.0
65,66,0.055333417,0.055333417,1.0
66,67,0.044134248,0.070372716,0.0
67,68,0.041269347,0.041269347,1.0
68,69,0.039446227,0.073449135,0.0
69,70,0.038143996,0.07611161,0.0
70,71,0.038143996,0.07611538,0.0
71,72,0.040227562,0.074507006,0.0
72,73,0.04283202,0.04283202,1.0
73,74,0.04231113,0.07550877,0.0
74,75,0.042571574,0.07355095,0.0
75,76,0.042571574,0.042571574,1.0
76,77,0.041790236,0.041790236,1.0
77,78,0.046738707,0.06262491,0.0
78,79,0.03788355,0.03788355,1.0
79,80,0.032674637,0.032674637,1.0
80,81,0.03163285,0.03163285,1.0
81,82,0.03059107,0.03059107,1.0
82,83,0.028767949,0.028767949,1.0
83,84,0.028767949,0.026896536,0.0
84,85,0.028507503,0.030805912,0.0
85,86,0.027726166,0.027726166,1.0
86,87,0.0256426,0.0256426,1.0
87,88,0.024079926,0.031177167,0.0
88,89,0.023038143,0.035809383,0.0
89,90,0.021215022,0.038500033,0.0
90,91,0.021215022,0.03727315,0.0
91,92,0.021475468,0.038090266,0.0
92,93,0.021215022,0.035406254,0.0
93,94,0.021215022,0.021215022,1.0
94,95,0.020954577,0.03346141,0.0
95,96,0.020173239,0.031772263,0.0
