,Index,true,preds,mask
0,1,-0.27627763,-0.2600286,0.0
1,2,-0.4981284,-0.4981284,1.0
2,3,-0.7271939,-0.7271939,1.0
3,4,-0.9562593,-0.9562593,1.0
4,5,-1.0031546,-1.0031546,1.0
5,6,-1.1835212,-1.1835212,1.0
6,7,-1.2141834,-0.7673754,0.0
7,8,-1.3945498,-0.93607587,0.0
8,9,-1.4378378,-1.4378378,1.0
9,10,-1.4306232,-1.4306232,1.0
10,11,-1.4612855,-1.4612855,1.0
11,12,-1.1907358,-1.1199019,0.0
12,13,-0.66226196,-0.66226196,1.0
13,14,-0.15002109,-0.15002109,1.0
14,15,-0.1698614,-0.1698614,1.0
15,16,0.0610077,-0.1419903,0.0
16,17,0.3189318,0.3189318,1.0
17,18,0.23235588,0.23235588,1.0
18,19,0.22874855,0.22874855,1.0
19,20,0.34779042,0.34779042,1.0
20,21,0.62014383,0.29707325,0.0
21,22,0.8383873,0.08975184,0.0
22,23,0.33696845,-0.05141735,0.0
23,24,0.0664187,-0.2152816,0.0
24,25,-0.36285356,-0.450408,0.0
25,26,-0.7163719,-0.23283309,0.0
26,27,-0.8390211,-0.8390211,1.0
27,28,-1.1745027,-1.1745027,1.0
28,29,-1.1203928,-1.1203928,1.0
29,30,-1.1690918,-0.59401524,0.0
30,31,-1.1564661,-0.8395886,0.0
31,32,-1.3422437,-1.3422437,1.0
32,33,-1.4035683,-1.0957794,0.0
33,34,-1.5370394,-1.285572,0.0
34,35,-1.4666965,-1.4666965,1.0
35,36,-1.4793222,-1.3746219,0.0
36,37,-1.0933379,-1.2263207,0.0
37,38,-0.6748876,-1.2150793,0.0
38,39,-0.3412096,-1.100625,0.0
39,40,-0.50353944,-1.0853539,0.0
40,41,-0.03819387,-0.03819387,1.0
41,42,-0.45844778,-0.9102457,0.0
42,43,-0.1752724,-0.72981817,0.0
43,44,-0.14280644,-0.14280644,1.0
44,45,-0.0075315647,-0.50174934,0.0
45,46,-0.3087436,-0.49518418,0.0
46,47,-0.5089504,-0.5089504,1.0
47,48,-0.7506415,-0.70109904,0.0
48,49,-0.9328117,-0.9328117,1.0
49,50,-1.1781101,-0.6909269,0.0
50,51,-1.0446389,-0.61270976,0.0
51,52,-1.3368326,-1.3368326,1.0
52,53,-1.2304164,-1.2304164,1.0
53,54,-1.4486599,-0.9859438,0.0
54,55,-1.335029,-1.1240982,0.0
55,56,-1.625419,-1.25348,0.0
56,57,-1.5298247,-1.5298247,1.0
57,58,-1.587542,-1.5153472,0.0
58,59,-1.5947567,-1.7404392,0.0
59,60,-1.7047802,-1.7097807,0.0
60,61,-1.243042,-1.6610916,0.0
61,62,-1.1835212,-1.1835212,1.0
62,63,-1.0644792,-1.5559535,0.0
63,64,-1.0789086,-1.5343481,0.0
64,65,-0.9833143,-1.3934829,0.0
65,66,-1.1149819,-1.2584357,0.0
66,67,-0.9346153,-1.1424041,0.0
67,68,-1.1149819,-1.1149819,1.0
68,69,-0.9454373,-1.006877,0.0
69,70,-1.0338169,-1.0705197,0.0
70,71,-1.0554609,-1.1512078,0.0
71,72,-1.1564661,-1.1962775,0.0
72,73,-1.2791153,-1.2791153,1.0
73,74,-1.4179976,-1.4179976,1.0
74,75,-1.297152,-1.5551841,0.0
75,76,-1.6831363,-1.6149127,0.0
76,77,-1.4414452,-1.6427162,0.0
77,78,-1.6957619,-1.6957619,1.0
78,79,-1.5532724,-1.5532724,1.0
79,80,-1.7083876,-1.5747802,0.0
80,81,-1.5965604,-1.5580742,0.0
81,82,-1.641652,-1.641652,1.0
82,83,-1.6272227,-1.6888812,0.0
83,84,-1.4125866,-1.4125866,1.0
84,85,-0.7722855,-0.7722855,1.0
85,86,-0.38810486,-0.38810486,1.0
86,87,-0.3087436,-0.56661355,0.0
87,88,-0.23840068,-0.23840068,1.0
88,89,-0.1806834,-0.1806834,1.0
89,90,-0.23479335,0.011152029,0.0
90,91,-0.42958915,0.07871896,0.0
91,92,0.05559671,0.22178423,0.0
92,93,0.16742393,0.16742393,1.0
93,94,0.56783754,0.17408359,0.0
94,95,0.12954697,-0.11452258,0.0
95,96,-0.050819524,-0.24170715,0.0
