,Index,true,preds,mask
0,1,0.11575683,0.11575683,1.0
1,2,0.11914263,0.14479712,0.0
2,3,0.121747084,0.15208776,0.0
3,4,0.12330976,0.14812444,0.0
4,5,0.12513289,0.14788316,0.0
5,6,0.12877913,0.15027796,0.0
6,7,0.11940308,0.13715246,0.0
7,8,0.116538174,0.116538174,1.0
8,9,0.16029306,0.13341528,0.0
9,10,0.1543028,0.1543028,1.0
10,11,0.15091701,0.15091701,1.0
11,12,0.14388497,0.15439884,0.0
12,13,0.17123178,0.17123178,1.0
13,14,0.15846995,0.15762404,0.0
14,15,0.17123178,0.17123178,1.0
15,16,0.16237663,0.16237663,1.0
16,17,0.16003262,0.16003262,1.0
17,18,0.1605535,0.1605535,1.0
18,19,0.15508415,0.15518172,0.0
19,20,0.15951173,0.15951173,1.0
20,21,0.17357579,0.15307906,0.0
21,22,0.15794905,0.15794905,1.0
22,23,0.16680421,0.1600377,0.0
23,24,0.18659808,0.16177133,0.0
24,25,0.18581675,0.18581675,1.0
25,26,0.16315797,0.1522223,0.0
26,27,0.15925127,0.15268916,0.0
27,28,0.16211618,0.1579395,0.0
28,29,0.18894209,0.18894209,1.0
29,30,0.19415101,0.19415101,1.0
30,31,0.19623457,0.15771142,0.0
31,32,0.19727635,0.15639552,0.0
32,33,0.19753681,0.1571044,0.0
33,34,0.1951928,0.16353978,0.0
34,35,0.19363011,0.19363011,1.0
35,36,0.19206744,0.19206744,1.0
36,37,0.18711898,0.1692513,0.0
37,38,0.18998387,0.18998387,1.0
38,39,0.19935992,0.16748905,0.0
39,40,0.20118305,0.16186471,0.0
40,41,0.20066215,0.16606191,0.0
41,42,0.19623457,0.19623457,1.0
42,43,0.19389057,0.19389057,1.0
43,44,0.19857858,0.16586518,0.0
44,45,0.19857858,0.19857858,1.0
45,46,0.19988082,0.19988082,1.0
46,47,0.20014127,0.16982456,0.0
47,48,0.20847553,0.20847553,1.0
48,49,0.20196438,0.20196438,1.0
49,50,0.19232789,0.19232789,1.0
50,51,0.18034738,0.18034738,1.0
51,52,0.18060783,0.1688479,0.0
52,53,0.18008694,0.17024735,0.0
53,54,0.18243095,0.16612355,0.0
54,55,0.18451452,0.16125655,0.0
55,56,0.18607719,0.15962565,0.0
56,57,0.18607719,0.16014159,0.0
57,58,0.17852427,0.17852427,1.0
58,59,0.18086828,0.16403125,0.0
59,60,0.18112873,0.18112873,1.0
60,61,0.19076522,0.1712919,0.0
61,62,0.19675547,0.19675547,1.0
62,63,0.18607719,0.18607719,1.0
63,64,0.17852427,0.17852427,1.0
64,65,0.17722203,0.16385302,0.0
65,66,0.17826381,0.16586302,0.0
66,67,0.17201312,0.17201312,1.0
67,68,0.17331535,0.17331535,1.0
68,69,0.17253402,0.17253402,1.0
69,70,0.16680421,0.16667357,0.0
70,71,0.16810644,0.16541673,0.0
71,72,0.16862732,0.14206806,0.0
72,73,0.16654375,0.13869321,0.0
73,74,0.15378192,0.15378192,1.0
74,75,0.1274769,0.13588446,0.0
75,76,0.116538174,0.116538174,1.0
76,77,0.11341282,0.1441166,0.0
77,78,0.11132926,0.15579654,0.0
78,79,0.11341282,0.15599833,0.0
79,80,0.11211059,0.162518,0.0
80,81,0.11185015,0.15801303,0.0
81,82,0.112891935,0.112891935,1.0
82,83,0.11393371,0.11393371,1.0
83,84,0.114454605,0.14253767,0.0
84,85,0.112891935,0.112891935,1.0
85,86,0.11315238,0.15096301,0.0
86,87,0.11211059,0.11211059,1.0
87,88,0.11185015,0.15326238,0.0
88,89,0.11393371,0.15700573,0.0
89,90,0.11341282,0.14504594,0.0
90,91,0.108985245,0.108985245,1.0
91,92,0.10299499,0.12399913,0.0
92,93,0.10403678,0.10403678,1.0
93,94,0.10377633,0.10377633,1.0
94,95,0.10221366,0.13393088,0.0
95,96,0.10221366,0.10221366,1.0
