,Index,true,preds,mask
0,1,0.101692766,0.101692766,1.0
1,2,0.09856741,0.11997507,0.0
2,3,0.09596296,0.112250976,0.0
3,4,0.093879394,0.093879394,1.0
4,5,0.08893092,0.10695731,0.0
5,6,0.084242895,0.084242895,1.0
6,7,0.07825264,0.102375485,0.0
7,8,0.08163844,0.08163844,1.0
8,9,0.08294067,0.08294067,1.0
9,10,0.08189888,0.0994935,0.0
10,11,0.084503345,0.084503345,1.0
11,12,0.08945181,0.10374142,0.0
12,13,0.09466073,0.09466073,1.0
13,14,0.09778608,0.107350215,0.0
14,15,0.10091142,0.10400926,0.0
15,16,0.095702514,0.095702514,1.0
16,17,0.10299499,0.10299499,1.0
17,18,0.11002703,0.10886277,0.0
18,19,0.11315238,0.11315238,1.0
19,20,0.108985245,0.10722943,0.0
20,21,0.101692766,0.101692766,1.0
21,22,0.103255436,0.107695796,0.0
22,23,0.10195321,0.10195321,1.0
23,24,0.10221366,0.10221366,1.0
24,25,0.099869646,0.10597092,0.0
25,26,0.106901675,0.106901675,1.0
26,27,0.1149755,0.107268356,0.0
27,28,0.11367327,0.11367327,1.0
28,29,0.11002703,0.11002703,1.0
29,30,0.11888219,0.111633964,0.0
30,31,0.12070531,0.12070531,1.0
31,32,0.120184414,0.120184414,1.0
32,33,0.12357021,0.12357021,1.0
33,34,0.1212262,0.1212262,1.0
34,35,0.12930001,0.11453636,0.0
35,36,0.14128052,0.112675875,0.0
36,37,0.148573,0.113000296,0.0
37,38,0.148573,0.114344805,0.0
38,39,0.14180142,0.11521337,0.0
39,40,0.14154096,0.11665874,0.0
40,41,0.14154096,0.14154096,1.0
41,42,0.14102007,0.14102007,1.0
42,43,0.13711339,0.12411846,0.0
43,44,0.13971785,0.13971785,1.0
44,45,0.13867606,0.124821045,0.0
45,46,0.14049919,0.14049919,1.0
46,47,0.14362453,0.123930894,0.0
47,48,0.14492676,0.14492676,1.0
48,49,0.14388497,0.14388497,1.0
49,50,0.1423223,0.12212811,0.0
50,51,0.14023873,0.14023873,1.0
51,52,0.13555071,0.13555071,1.0
52,53,0.11054792,0.12070038,0.0
53,54,0.11731951,0.11731951,1.0
54,55,0.13529027,0.118001744,0.0
55,56,0.13789472,0.11656453,0.0
56,57,0.13502982,0.13502982,1.0
57,58,0.12278887,0.12278887,1.0
58,59,0.1178404,0.1178404,1.0
59,60,0.12278887,0.118905336,0.0
60,61,0.116277725,0.115296185,0.0
61,62,0.11315238,0.11315238,1.0
62,63,0.11419416,0.11107864,0.0
63,64,0.11393371,0.11393371,1.0
64,65,0.118361294,0.118361294,1.0
65,66,0.12565377,0.11194271,0.0
66,67,0.13555071,0.10915938,0.0
67,68,0.13867606,0.11465931,0.0
68,69,0.13502982,0.13502982,1.0
69,70,0.13268581,0.13268581,1.0
70,71,0.12903957,0.12903957,1.0
71,72,0.124091096,0.124091096,1.0
72,73,0.11757995,0.117746904,0.0
73,74,0.1178404,0.11349364,0.0
74,75,0.11862174,0.11218829,0.0
75,76,0.11367327,0.11367327,1.0
76,77,0.11393371,0.115383,0.0
77,78,0.116277725,0.11517915,0.0
78,79,0.11393371,0.114250004,0.0
79,80,0.11341282,0.11362817,0.0
80,81,0.11106881,0.11106881,1.0
81,82,0.10768302,0.10768302,1.0
82,83,0.10091142,0.10300561,0.0
83,84,0.101432316,0.101432316,1.0
84,85,0.103255436,0.103255436,1.0
85,86,0.10377633,0.09608091,0.0
86,87,0.099088304,0.099088304,1.0
87,88,0.101432316,0.10094689,0.0
88,89,0.10559945,0.10373245,0.0
89,90,0.101432316,0.10673375,0.0
90,91,0.10455766,0.10789783,0.0
91,92,0.10742257,0.10218382,0.0
92,93,0.101432316,0.101432316,1.0
93,94,0.09283761,0.09283761,1.0
94,95,0.08893092,0.08893092,1.0
95,96,0.08580557,0.08580557,1.0
